brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,warranty,Touchscreen,latest_price,old_price,star_rating,ratings,reviews,Laptop_Category
ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR5,512,0 GB,Windows,64-bit,4,0,No,106990,132990,0.0,0,0,Other
ASUS,VivoBook,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,92990,129990,4.7,25,4,Other
Lenovo,IdeaPad,Intel,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,32-bit,4,3,No,81490,137000,0.0,0,0,Other
ASUS,VivoBook,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,56990,74990,0.0,0,0,Other
MSI,Modern,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,0,No,64990,78990,0.0,0,0,Other
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,60990,0,4.4,530,69,Other
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,4,1,No,84988,111890,0.0,0,0,Other
HP,Pavilion,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,4,1,No,90990,103215,4.6,273,40,Other
Vaio,E,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,2,No,56990,76090,3.8,139,26,Other
ASUS,VivoBook,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,63990,67551,4.2,77,7,Other
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,63990,85290,4.4,105,10,Other
HP,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,57999,73625,4.1,44,5,Other
ASUS,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,32-bit,4,0,No,72400,114000,0.0,0,0,Other
Lenovo,Yoga,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,Yes,78990,125888,4.7,6,0,Other
acer,Aspire,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,59990,79999,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR5,512,0 GB,Windows,32-bit,4,1,No,111990,132990,0.0,0,0,Other
HP,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,32-bit,0,0,Yes,109000,128000,0.0,0,0,Other
DELL,G5,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,6,0,No,89990,99067,4.1,191,27,Other
Lenovo,Yoga,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,3,Yes,78988,114690,0.0,0,0,Other
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,4,0,No,73138,112990,3.0,4,1,Other
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,4,1,No,106990,152490,0.0,0,0,Other
ASUS,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,32-bit,4,0,No,79990,96990,0.0,0,0,Other
DELL,Inspiron,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,Yes,89570,111529,0.0,0,0,Other
HP,15s,AMD,Ryzen 7,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,68500,72000,4.5,134,22,Other
Lenovo,Ideapad,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,64-bit,0,1,No,73400,108590,0.0,0,0,Computer Science/Engineering Students
Vaio,E,AMD,Ryzen 7,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,2,No,57990,76090,3.8,139,26,Computer Science/Engineering Students
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,64-bit,2,1,No,79990,86352,3.5,23,6,Data Science/Analytics Students
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,64-bit,4,1,No,84990,111108,2.8,4,2,Creatives/Creative professionals
MSI,Alpha,AMD,Ryzen 7,Missing,16,DDR4,1024,0 GB,Windows,64-bit,8,1,No,99990,145990,4.7,108,24,Creatives/Creative professionals
ASUS,ROG,AMD,Ryzen 7,Missing,8,LPDDR4X,1024,0 GB,Windows,64-bit,4,0,No,72990,123990,4.6,198,24,Computer Science/Engineering Students
HP,HP,AMD,Ryzen 7,Missing,16,DDR4,1024,0 GB,Windows,64-bit,0,1,Yes,92990,112671,0.0,0,0,Computer Science/Engineering Students
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,1024,0 GB,Windows,64-bit,0,1,No,84190,109566,0.0,0,0,Computer Science/Engineering Students
ASUS,Zenbook,AMD,Ryzen 7,Missing,16,LPDDR4X,1024,0 GB,Windows,64-bit,0,0,Yes,112990,140990,0.0,0,0,Computer Science/Engineering Students
ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR5,1024,0 GB,Windows,32-bit,4,1,No,114990,145990,0.0,0,0,Other
acer,Swift,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,64-bit,4,1,No,99990,139999,0.0,0,0,Other
ASUS,TUF,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,32-bit,4,0,No,95990,105990,4.7,57,3,Other
HP,OMEN,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,64-bit,8,1,No,159990,186348,4.8,17,2,Other
ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,76990,116990,0.0,0,0,Other
Lenovo,Legion,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,64-bit,6,1,No,130990,181890,0.0,0,0,Other
ASUS,VivoBook,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,99990,137990,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR5,1024,0 GB,Windows,64-bit,4,0,No,112990,142990,0.0,0,0,Other
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,77988,117290,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,76000,126990,5.0,1,1,Other
ASUS,ROG,AMD,Ryzen 7,Missing,4,LPDDR4X,1024,0 GB,Windows,64-bit,4,1,Yes,99990,162990,4.4,77,15,Other
ASUS,Zephyrus,AMD,Ryzen 7,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,111000,137990,0.0,0,0,Other
ASUS,Ryzen,AMD,Ryzen 7,Missing,16,LPDDR4X,1024,0 GB,Windows,64-bit,0,1,No,84970,110990,3.0,2,1,Computer Science/Engineering Students
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,256,1024 GB,Windows,64-bit,4,1,No,75990,93564,4.5,1084,123,Computer Science/Engineering Students
acer,Nitro,AMD,Ryzen 7,Missing,16,DDR4,256,1024 GB,Windows,64-bit,6,1,No,89990,119990,4.4,272,36,Computer Science/Engineering Students
acer,Nitro,AMD,Ryzen 7,Missing,16,DDR4,256,1024 GB,Windows,64-bit,4,0,No,81990,119900,4.5,141,24,Computer Science/Engineering Students
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,1024 GB,Windows,32-bit,0,0,No,80490,118898,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0 GB,Windows,64-bit,6,1,No,135990,183990,0.0,0,0,Computer Science/Engineering Students
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0 GB,Windows,32-bit,0,1,No,154990,207990,4.6,194,42,Computer Science/Engineering Students
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0 GB,Windows,64-bit,8,1,No,199990,259990,4.7,9,2,Computer Science/Engineering Students
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0 GB,Windows,64-bit,4,0,No,114990,162990,4.6,28,4,Computer Science/Engineering Students
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0 GB,Windows,64-bit,6,1,No,129990,187990,4.3,204,35,Computer Science/Engineering Students
ASUS,ROG,AMD,Ryzen 9,Missing,16,LPDDR4X,1024,0 GB,Windows,64-bit,4,1,Yes,114990,175990,4.3,32,6,Computer Science/Engineering Students
MSI,Delta,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,0,No,146990,188990,0.0,0,0,Other
ASUS,VivoBook,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,104990,142990,4.5,14,2,Other
ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0 GB,Windows,64-bit,4,1,Yes,114990,181990,4.7,14,1,Other
ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0 GB,Windows,64-bit,4,1,Yes,124990,175990,5.0,3,0,Other
ASUS,Zenbook,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0 GB,Windows,64-bit,0,0,Yes,134990,170990,0.0,0,0,Other
HP,OMEN,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,8,1,No,141990,163739,0.0,0,0,Other
ASUS,Rog,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,129990,166990,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0 GB,Windows,64-bit,4,1,Yes,142990,201990,4.0,4,1,Other
ASUS,Zephyrus,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,121990,155990,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0 GB,Windows,64-bit,4,1,Yes,124990,194990,4.2,44,12,Other
ASUS,ROG,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,6,0,No,141990,189990,4.2,61,13,Other
ASUS,VivoBook,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,4,1,No,162990,0,0.0,0,0,Other
ASUS,VivoBook,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,130500,162990,0.0,0,0,Other
ASUS,VivoBook,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,4,0,No,116990,149990,0.0,0,0,Other
ASUS,Ryzen,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,32-bit,6,0,No,138990,210990,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0 GB,Windows,64-bit,4,1,Yes,234990,350990,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,135990,172990,0.0,0,0,Other
ASUS,ROG,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,0,1,No,144990,194990,0.0,0,0,Other
ASUS,Ryzen,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,4,1,No,149990,0,0.0,0,0,Other
ASUS,Ryzen,AMD,Ryzen 9,Missing,4,DDR4,1024,0 GB,Windows,64-bit,4,1,No,142990,0,0.0,0,0,Other
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,Missing,4,LPDDR4X,0,512 GB,Windows,32-bit,0,0,No,38990,47990,0.0,0,0,Other
Lenovo,Thinkpad,AMD,Ryzen 5,10th,8,DDR4,512,0 GB,DOS,64-bit,0,0,No,57490,78400,4.2,18,4,Business users/Business professionals
