brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,warranty,Touchscreen,latest_price,old_price,star_rating,ratings,reviews,Laptop_Category
ASUS,Missing,Intel,Core i9,10th,16,DDR4,1024,0 GB,Windows,64-bit,6,1,Yes,269990,326990,4.8,8,1,Computer Science/Engineering Students
ASUS,ASUS,Intel,Core i9,11th,16,DDR4,1024,0 GB,Windows,64-bit,6,1,No,139990,144990,0.0,0,0,Computer Science/Engineering Students
Lenovo,Missing,Intel,Core i9,10th,16,DDR4,1024,0 GB,Windows,32-bit,8,0,No,265998,349890,0.0,0,0,Computer Science/Engineering Students
ASUS,Zephyrus,Intel,Core i9,11th,16,DDR4,3072,0 GB,Windows,32-bit,6,1,No,441990,0,5.0,1,1,Computer Science/Engineering Students
Smartron,t.book,Intel,Core m3,7th,4,DDR3,128,0 GB,Windows,64-bit,0,0,Yes,42990,45990,3.5,25,6,Other
MSI,Katana,Intel,Core i5,10th,8,LPDDR4,0,512 GB,DOS,32-bit,4,0,No,86990,117990,4.5,218,27,Other
acer,Aspire,AMD,Dual Core,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,29990,34990,0.0,0,0,Other
acer,Dual,AMD,Dual Core,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,31990,32990,4.0,762,104,Other
MSI,Pulse,Intel,Core i5,10th,8,LPDDR4,0,512 GB,DOS,32-bit,6,0,No,109990,139990,4.6,78,16,Other
MSI,Pulse,Intel,Core i5,10th,8,LPDDR4,0,512 GB,DOS,32-bit,4,0,No,109590,123990,4.6,5,2,Other
ASUS,ROG,Intel,Core i7,10th,16,LPDDR4X,0,512 GB,DOS,32-bit,6,0,No,146490,0,3.0,2,1,Other
HP,Chromebook,Intel,Dual Core,10th,4,DDR4,0,512 GB,DOS,32-bit,0,0,No,61745,0,4.6,23,4,Other
ASUS,ZenBook,Intel,Ever Screenpad,10th,4,DDR4,0,512 GB,DOS,64-bit,4,0,No,209690,209990,5.0,4,0,Other
ASUS,ZenBook,Intel,Ever Screenpad,10th,4,DDR4,0,512 GB,DOS,64-bit,4,0,No,175190,0,4.8,6,1,Other
ALIENWARE,Missing,Intel,GeForce GTX,10th,8,LPDDR4,0,512 GB,DOS,32-bit,6,0,No,199990,223322,4.9,12,0,Other
DELL,G15,Intel,GeForce GTX,10th,8,LPDDR4,0,512 GB,DOS,32-bit,4,0,No,75500,83557,4.4,28,1,Other
ALIENWARE,Missing,Intel,GeForce RTX,10th,8,LPDDR4,0,512 GB,DOS,32-bit,8,0,No,345390,377798,4.6,10,3,Other
ALIENWARE,Missing,Intel,GeForce RTX,10th,8,LPDDR4,0,512 GB,DOS,32-bit,6,0,No,214790,237937,4.1,13,4,Other
ALIENWARE,Missing,Intel,GeForce RTX,10th,8,LPDDR4,0,512 GB,DOS,32-bit,8,0,No,269290,293080,4.0,5,2,Other
DELL,G15,Intel,GEFORCE RTX,10th,4,DDR4,0,512 GB,DOS,32-bit,4,0,No,95990,124078,4.3,20,5,Other
MSI,GF65,Intel,Hexa Core,Missing,16,DDR4,512,0 GB,Windows,64-bit,6,2,No,76990,106990,4.5,298,49,Computer Science/Engineering Students
MSI,GF63,Intel,Hexa Core,Missing,8,DDR4,256,1024 GB,Windows,64-bit,4,2,No,55990,72990,4.4,2582,272,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,256,0 GB,Mac,64-bit,0,1,No,85990,92900,4.7,6725,629,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,256,0 GB,Mac,64-bit,0,1,No,112990,122900,4.8,640,70,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,256,0 GB,Mac,64-bit,0,1,No,104990,112900,4.7,45,4,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,256,0 GB,Mac,64-bit,0,1,No,112990,122900,4.8,640,70,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,256,0 GB,Mac,64-bit,0,1,No,132990,149900,4.8,640,70,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,256,0 GB,Mac,64-bit,0,1,No,104990,112900,4.7,45,4,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,256,0 GB,Mac,64-bit,0,1,No,85990,92900,4.7,6725,629,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,512,0 GB,Mac,64-bit,0,1,No,149990,163900,4.8,640,70,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,512,0 GB,Mac,64-bit,0,1,No,125990,142900,4.6,399,45,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,512,0 GB,Mac,64-bit,0,1,No,103990,117900,4.7,809,91,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,512,0 GB,Mac,64-bit,0,1,No,101990,117900,4.7,809,91,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,512,0 GB,Mac,64-bit,0,1,No,104990,110900,4.7,6725,629,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,512,0 GB,Mac,64-bit,0,1,No,131990,142900,4.6,399,45,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,512,0 GB,Mac,64-bit,0,1,No,128990,137900,4.7,45,4,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,512,0 GB,Mac,64-bit,0,1,No,184990,194900,4.8,42,8,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,512,0 GB,Mac,64-bit,0,1,No,225990,239900,4.8,42,8,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,4,DDR4,512,0 GB,Mac,64-bit,0,1,No,124990,132900,4.7,45,4,Other
APPLE,MacBook,M1,M1,10th,8,DDR4,512,0 GB,Mac,64-bit,0,1,No,104990,110900,4.7,6725,629,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,8,DDR4,1024,0 GB,Mac,64-bit,0,1,No,149990,163900,4.8,640,70,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,1024,0 GB,Mac,64-bit,0,1,No,169990,183900,4.8,640,70,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,1024,0 GB,Mac,64-bit,0,1,No,225990,239900,4.8,42,8,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,1024,0 GB,Mac,64-bit,0,1,No,243990,259900,4.8,42,8,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,32,DDR4,1024,0 GB,Mac,64-bit,0,1,No,309990,329900,5.0,3,1,Computer Science/Engineering Students
APPLE,MacBook,M1,M1,10th,16,DDR4,1024,0 GB,Mac,64-bit,0,1,No,225990,239900,4.8,42,8,Computer Science/Engineering Students
DELL,G7,Intel,GeForce RTX,10th,8,LPDDR4,0,512 GB,DOS,32-bit,8,0,No,179990,227250,4.5,17,2,Other
acer,Missing,Intel,Genuine Windows,10th,4,DDR4,128,0 GB,DOS,32-bit,4,0,No,116640,0,0.0,0,0,Other
acer,Predator,Intel,Genuine Windows,10th,4,DDR4,0,512 GB,DOS,32-bit,4,0,No,129999,0,4.5,3227,693,Other
ASUS,ASUS,Intel,Pentium Quad,Missing,4,LPDDR4X,0,512 GB,Windows,64-bit,0,0,No,45990,57990,0.0,0,0,Other
iball,CompBook,Intel,Pentium Quad,Missing,4,DDR3,0,512 GB,Windows,64-bit,0,0,No,13990,19999,3.8,1218,209,Other
ASUS,Pentium,Intel,Pentium Quad,Missing,4,DDR4,128,0 GB,Windows,32-bit,0,0,Yes,58100,69500,0.0,0,0,Other
ASUS,ASUS,Intel,Pentium Quad,Missing,8,LPDDR4X,256,0 GB,Windows,64-bit,0,1,Yes,62990,78990,0.0,0,0,Computer Science/Engineering Students
HP,Pentium,Intel,Pentium Quad,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,1,No,32990,36865,4.1,77,9,Computer Science/Engineering Students
ASUS,VivoBook,Intel,Pentium Quad,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,33990,39990,4.3,6,0,Other
acer,Extensa,Intel,Pentium Quad,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,30990,34990,4.2,465,89,Other
DELL,Inspiron,Intel,Pentium Quad,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,36000,43000,4.3,102,16,Other
ASUS,VivoBook,Intel,Pentium Quad,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,32990,39990,4.3,7,1,Other
DELL,Inspiron,Intel,Pentium Quad,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,35990,40000,0.0,0,0,Other
ASUS,Pentium,Intel,Pentium Quad,Missing,4,LPDDR4,0,1024 GB,Windows,64-bit,0,0,No,27990,33990,0.0,0,0,Other
ASUS,Pentium,Intel,Pentium Quad,Missing,4,DDR4,0,1024 GB,Windows,64-bit,0,1,No,25990,40108,3.7,4741,658,Other
ASUS,Pentium,Intel,Pentium Quad,Missing,4,DDR4,0,1024 GB,Windows,64-bit,0,1,No,25990,30990,3.8,2736,350,Other
ASUS,Asus,Intel,Pentium Quad,Missing,4,DDR4,0,1024 GB,Windows,64-bit,0,0,No,30780,36990,0.0,0,0,Other
ASUS,VivoBook,Intel,Pentium Silver,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,0,No,29990,38990,4.0,36,3,Other
ASUS,EeeBook,Intel,Pentium Silver,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,0,No,31990,40990,3.8,5,0,Other
Lenovo,Legion,Intel,Genuine Windows,10th,4,DDR4,0,512 GB,DOS,32-bit,4,0,No,77890,110890,4.4,208,57,Other
HP,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,1,No,37990,46055,4.3,2214,241,General Student
ASUS,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,1,No,35990,46990,4.3,2886,375,General Student
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,0,No,39490,49714,4.3,34,4,General Student
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,0,No,36990,50586,4.2,137,15,General Student
DELL,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,1,No,39990,53640,4.6,7,0,General Student
ASUS,Ryzen,AMD,Ryzen 3,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,33690,37990,4.2,170,26,General Student
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,0,No,40590,50132,0.0,0,0,General Student
ASUS,VivoBook,AMD,Ryzen 3,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,37990,46990,4.2,39,3,General Student
ASUS,VivoBook,AMD,Ryzen 3,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,34500,42990,4.3,2886,375,General Student
acer,Aspire,AMD,Ryzen 3,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,36990,44999,4.6,11,2,General Student
HP,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,0,No,43490,52990,4.6,163,33,General Student
HP,Ryzen,AMD,Ryzen 3,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,41490,51748,4.2,153,21,General Student
acer,Aspire,AMD,Ryzen 3,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,0,No,34990,42999,0.0,0,0,General Student
HP,15s,AMD,Ryzen 3,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,44490,49000,4.3,267,42,General Student
DELL,Vostro,AMD,Ryzen 3,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,0,No,40590,51105,0.0,0,0,General Student
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,0,No,42090,56771,3.3,3,0,General Student
DELL,Vostro,AMD,Ryzen 3,Missing,8,DDR4,0,1024 GB,Windows,64-bit,0,1,No,35990,50651,4.1,59,12,General Student
HP,15s,AMD,Ryzen 3,Missing,8,DDR4,0,1024 GB,Windows,64-bit,0,1,No,39490,40957,4.2,7291,895,General Student
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,0,1024 GB,Windows,64-bit,0,0,No,37390,50149,4.2,38,5,General Student
DELL,Inspiron,AMD,Ryzen 3,Missing,4,DDR4,0,1024 GB,Windows,64-bit,0,1,No,52632,0,0.0,0,0,General Student
DELL,Inspiron,AMD,Ryzen 3,Missing,4,DDR4,0,1024 GB,Windows,64-bit,0,1,No,39990,49613,4.1,409,39,General Student
DELL,DELL,AMD,Ryzen 3,Missing,4,DDR4,0,1024 GB,Windows,64-bit,0,1,No,43990,49999,0.0,0,0,General Student
HP,15q,AMD,Ryzen 3,Missing,4,DDR4,0,1024 GB,Windows,64-bit,0,1,No,32917,0,4.0,353,58,General Student
Lenovo,Ryzen,AMD,Ryzen 3,Missing,4,DDR4,0,1024 GB,Windows,64-bit,0,0,No,34990,36923,3.3,38,6,General Student
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,0,1024 GB,Windows,64-bit,0,0,No,39990,51574,3.1,18,4,General Student
HP,15s,AMD,Ryzen 3,Missing,8,DDR4,256,1024 GB,Windows,64-bit,0,1,No,41999,48294,4.3,3524,432,General Student
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,DDR4,0,512 GB,DOS,32-bit,0,0,No,22990,26663,3.8,4623,553,Other
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,LPDDR4X,0,512 GB,DOS,32-bit,0,0,No,22490,24845,3.8,4623,553,Other
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,LPDDR4X,0,512 GB,DOS,32-bit,0,0,No,22990,24845,3.8,4623,553,Other
MICROSOFT,Surface,AMD,Ryzen 5,Missing,4,DDR4,128,0 GB,Windows,64-bit,0,0,Yes,99990,124999,3.8,9,0,Other
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,1,No,41990,59580,4.3,939,107,Business users/Business professionals
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,1,No,44490,58194,4.2,14,1,Business users/Business professionals
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,1,No,41990,49613,4.4,649,84,Business users/Business professionals
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,256,0 GB,Windows,64-bit,0,1,No,44490,58286,4.3,8,2,Business users/Business professionals
MSI,Modern,AMD,Ryzen 5,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,49990,67990,0.0,0,0,Other
DELL,Inspiron,AMD,Ryzen 5,Missing,4,DDR4,256,0 GB,Windows,64-bit,0,1,No,44390,56573,4.0,276,24,Other
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,1,No,57990,70172,4.5,4740,532,Business users/Business professionals
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,1,No,56990,83890,4.5,162,15,Business users/Business professionals
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,48990,68990,4.4,219,27,Business users/Business professionals
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,49970,59808,4.5,193,28,Business users/Business professionals
MSI,Modern,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,0,No,47990,61990,4.6,562,89,Business users/Business professionals
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,48990,60959,4.4,45,5,Business users/Business professionals
acer,Swift,AMD,Ryzen 5,Missing,8,LPDDR4X,512,0 GB,Windows,64-bit,0,1,No,53990,89999,4.9,7,0,Business users/Business professionals
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,52990,78290,4.2,39,5,Business users/Business professionals
acer,Aspire,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,43990,52999,0.0,0,0,Business users/Business professionals
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,0,No,59490,89490,4.5,92,10,Business users/Business professionals
MSI,Bravo,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,0,No,64990,83990,4.5,469,80,Business users/Business professionals
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,0,No,47490,61740,2.5,2,1,Business users/Business professionals
HP,HP,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,1,No,59990,76020,4.4,1978,188,Business users/Business professionals
Lenovo,Legion,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,0,No,69990,107690,4.3,9,0,Business users/Business professionals
HP,15-ec1105AX,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,1,No,58990,70172,4.5,1049,134,Business users/Business professionals
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,59490,61060,4.6,74,18,Business users/Business professionals
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0 GB,Windows,64-bit,0,1,No,67500,75049,4.4,196,19,Business users/Business professionals
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,32-bit,0,0,No,48990,60959,4.6,17,1,Business users/Business professionals
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,Yes,62450,74990,4.4,172,36,Business users/Business professionals
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,58990,73990,4.4,324,34,Business users/Business professionals
ASUS,APU,AMD,Quad,10th,4,DDR4,0,512 GB,DOS,32-bit,0,0,No,19990,23390,4.0,2887,476,Other
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,57999,70419,4.5,86,15,Business users/Business professionals
ASUS,VivoBook,AMD,Ryzen 5,Missing,16,DDR4,512,0 GB,Windows,64-bit,0,0,No,56990,80990,4.8,4,1,Business users/Business professionals
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,1,No,72990,87717,4.7,16,4,Business users/Business professionals
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0 GB,Windows,64-bit,0,1,No,65990,89992,4.4,104,18,Business users/Business professionals
HP,Envy,AMD,Ryzen 5,Missing,16,DDR4,512,0 GB,Windows,64-bit,0,1,Yes,98020,0,0.0,0,0,Business users/Business professionals
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0 GB,Windows,64-bit,2,1,No,63990,74839,4.2,90,13,Business users/Business professionals
ASUS,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,32-bit,0,1,No,49890,69990,4.7,6,1,Business users/Business professionals
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,49990,66161,4.4,47,7,Business users/Business professionals
DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,59490,65566,0.0,0,0,Business users/Business professionals
HP,Envy,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,Yes,73999,88840,4.6,206,27,Business users/Business professionals
DELL,Inspiron,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,60990,67861,4.4,183,42,Other
DELL,G5,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,6,0,No,76190,80996,4.4,358,64,Other
Lenovo,Yoga,AMD,Ryzen 5,Missing,4,LPDDR4X,512,0 GB,Windows,64-bit,0,3,Yes,74798,104890,0.0,0,0,Other
ASUS,VivoBook,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,58990,73990,4.3,88,13,Other
HP,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,32-bit,4,0,No,68100,78900,0.0,0,0,Other
Lenovo,Yoga,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,Yes,77990,104890,0.0,0,0,Other
HP,Pavilion,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,55090,67931,4.4,364,52,Other
ASUS,Zenbook,AMD,Ryzen 5,Missing,4,LPDDR4X,512,0 GB,Windows,64-bit,0,0,Yes,91990,116990,0.0,0,0,Other
HP,Pavilion,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,84208,0,0.0,0,0,Other
acer,Aspire,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,44990,56990,4.4,313,39,Other
HP,15s,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,53490,59990,4.4,826,118,Other
Lenovo,Legion,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,4,0,No,76498,107690,0.0,0,0,Other
DELL,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,4,1,No,98920,101681,0.0,0,0,Other
MSI,Modern,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,0,No,54990,69990,4.4,1410,203,Other
acer,Aspire,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,49990,72990,4.4,47,6,Other
HP,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,32-bit,0,0,No,52380,58500,0.0,0,0,Other
acer,Aspire,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,49990,64990,4.5,6,1,Other
HP,14s,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,52500,60000,4.3,741,67,Other
Vaio,E,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,2,No,49590,66990,4.1,700,144,Other
ASUS,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,49990,64990,4.5,14,2,Other
acer,Aspire,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,75999,0,0.0,0,0,Other
ASUS,AMD,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,80990,104990,0.0,0,0,Other
Lenovo,IDEAPAD,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,32-bit,0,1,No,59900,62200,3.7,3,0,Other
HP,15s,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,No,54590,59990,4.4,349,69,Other
DELL,Inspiron,AMD,Ryzen 5,Missing,4,DDR4,512,0 GB,Windows,64-bit,0,1,Yes,75500,93461,0.0,0,0,Other
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,1,No,51890,58657,4.3,519,48,Business users/Business professionals
ASUS,VivoBook,AMD,Ryzen 5,Missing,16,DDR4,512,0 GB,Windows,64-bit,0,1,No,78000,78990,2.7,3,0,Business users/Business professionals
Vaio,E,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,0,2,No,50990,66990,4.1,700,144,Business users/Business professionals
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0 GB,Windows,64-bit,0,1,No,59999,74839,4.1,19,1,Business users/Business professionals
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,1,No,64990,69990,3.8,8,1,Business users/Business professionals
DELL,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,1024,0 GB,Windows,32-bit,0,0,No,57900,78900,4.7,3,1,Other
Lenovo,Yoga,AMD,Ryzen 5,Missing,4,LPDDR4X,1024,0 GB,Windows,64-bit,0,3,Yes,81978,123090,0.0,0,0,Other
HP,Pavilion,AMD,Ryzen 5,Missing,4,DDR4,0,1024 GB,Windows,64-bit,4,1,No,59990,68192,4.1,1480,151,Other
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,256,1024 GB,Windows,64-bit,0,0,No,49490,66396,4.0,31,3,Business users/Business professionals
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,256,1024 GB,Windows,64-bit,0,1,No,54990,78990,4.5,18,3,Business users/Business professionals
Lenovo,Legion,AMD,Ryzen 5,Missing,8,DDR4,256,1024 GB,Windows,64-bit,4,0,No,68500,90890,4.5,271,24,Business users/Business professionals
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,256,1024 GB,Windows,64-bit,0,1,No,54990,78990,4.6,49,6,Business users/Business professionals
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,256,1024 GB,Windows,32-bit,0,1,No,54990,78990,4.4,474,65,Business users/Business professionals
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,256,1024 GB,Windows,64-bit,0,1,No,63990,85290,4.5,861,116,Business users/Business professionals
HP,Pavilion,AMD,Ryzen 5,Missing,4,DDR4,256,1024 GB,Windows,64-bit,4,1,No,80000,83085,4.6,34,6,Other
DELL,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,256,1024 GB,Windows,32-bit,0,0,No,51990,66560,0.0,0,0,Other
ASUS,VivoBook,AMD,Ryzen 5,Missing,4,DDR4,256,1024 GB,Windows,64-bit,0,1,No,62990,74990,4.2,165,34,Other
HP,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,256,1024 GB,Windows,64-bit,0,1,No,52990,57331,4.4,698,74,Other
ASUS,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,256,1024 GB,Windows,64-bit,0,1,No,75100,75500,0.0,0,0,Other
ASUS,ASUS,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,32-bit,4,0,No,76990,106990,4.8,22,3,Creatives/Creative professionals
ASUS,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,64-bit,4,1,No,79990,131990,0.0,0,0,Creatives/Creative professionals
ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,0,No,71990,90990,4.5,144,16,Computer Science/Engineering Students
ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,512,0 GB,Windows,64-bit,4,0,No,71990,90990,4.5,1810,235,Computer Science/Engineering Students
Lenovo,Lenovo,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,64-bit,4,1,No,99990,138490,4.6,26,1,Creatives/Creative professionals
ASUS,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,64-bit,0,1,No,79990,129990,0.0,0,0,Computer Science/Engineering Students
DELL,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,64-bit,4,1,No,93990,123540,0.0,0,0,Creatives/Creative professionals
ASUS,ASUS,AMD,Ryzen 7,Missing,16,DDR4,512,0 GB,Windows,64-bit,4,0,No,82990,107990,4.6,1067,145,Creatives/Creative professionals
